Time,Voltage,Days Elapsed,Sensor Number,Rising Edge,Starting Edge,End Measurement,pH
9.0,0.016828179,114,1,1,0,0,7
9.0,0.007171869,114,2,1,0,0,7
9.0,-0.001359344,114,2,1,0,0,7
9.0,-0.006140828,139,1,1,0,0,7
9.0,-0.001359344,139,2,1,0,0,7
9.0,0.011578202,139,2,1,0,0,7
9.0,-0.003140688,139,2,1,0,0,7
9.0,-0.006140828,141,2,1,0,0,7
9.0,-0.001359344,141,2,1,0,0,7
9.0,-0.003140688,141,2,1,0,0,7
9.0,-0.008390665,141,2,1,0,0,7
9.0,-0.001171947,141,2,1,0,0,7
10.0,-0.006140828,105,1,1,0,0,7
10.0,-0.006140828,107,1,1,0,0,7
10.0,0.016828179,107,1,1,0,0,7
10.0,0.007078171,107,2,1,0,0,7
10.0,-0.006140828,114,1,1,0,0,7
10.0,0.016828179,114,1,1,0,0,7
10.0,0.007078171,114,2,1,0,0,7
10.0,-0.001547098,114,2,1,0,0,7
10.0,-0.006140828,139,1,1,0,0,7
10.0,-0.001547098,139,2,1,0,0,7
10.0,0.011297107,139,2,1,0,0,7
10.0,-0.003046989,139,2,1,0,0,7
10.0,-0.006140828,141,2,1,0,0,7
10.0,-0.001547098,141,2,1,0,0,7
10.0,-0.003046989,141,2,1,0,0,7
10.0,-0.008296967,141,2,1,0,0,7
10.0,-0.001078248,141,2,1,0,0,7
11.0,-0.006140828,105,1,0,1,0,7
11.0,-0.006140828,107,1,0,1,0,7
11.0,0.016828179,107,1,0,1,0,7
11.0,0.006984472,107,2,0,1,0,7
11.0,-0.006140828,114,1,0,1,0,7
11.0,0.016828179,114,1,0,1,0,7
11.0,0.006984472,114,2,0,1,0,7
11.0,-0.001640797,114,2,0,1,0,7
11.0,-0.006140828,139,1,0,1,0,7
11.0,-0.001640797,139,2,0,1,0,7
11.0,0.011109352,139,2,0,1,0,7
11.0,-0.002953291,139,2,0,1,0,7
11.0,-0.006140828,141,2,0,1,0,7
11.0,-0.001640797,141,2,0,1,0,7
11.0,-0.002953291,141,2,0,1,0,7
11.0,-0.008203268,141,2,0,1,0,7
11.0,-0.001078248,141,2,0,1,0,7
12.0,-0.006140828,105,1,0,1,0,7
12.0,-0.006140828,107,1,0,1,0,7
12.0,0.016828179,107,1,0,1,0,7
12.0,0.006890774,107,2,0,1,0,7
12.0,-0.006140828,114,1,0,1,0,7
12.0,0.016828179,114,1,0,1,0,7
12.0,0.006890774,114,2,0,1,0,7
12.0,-0.001640797,114,2,0,1,0,7
12.0,-0.006140828,139,1,0,1,0,7
12.0,-0.001640797,139,2,0,1,0,7
12.0,0.011015654,139,2,0,1,0,7
12.0,-0.002859592,139,2,0,1,0,7
12.0,-0.006140828,141,2,0,1,0,7
12.0,-0.001640797,141,2,0,1,0,7
12.0,-0.002859592,141,2,0,1,0,7
12.0,-0.00810957,141,2,0,1,0,7
12.0,-0.00098455,141,2,0,1,0,7
13.0,-0.006234527,105,1,0,1,0,7
13.0,-0.006234527,107,1,0,1,0,7
13.0,0.016828179,107,1,0,1,0,7
13.0,0.006797075,107,2,0,1,0,7
13.0,-0.006234527,114,1,0,1,0,7
13.0,0.016828179,114,1,0,1,0,7
13.0,0.006797075,114,2,0,1,0,7
13.0,-0.001734495,114,2,0,1,0,7
13.0,-0.006234527,139,1,0,1,0,7
13.0,-0.001734495,139,2,0,1,0,7
13.0,0.010828257,139,2,0,1,0,7
13.0,-0.002765536,139,2,0,1,0,7
13.0,-0.006234527,141,2,0,1,0,7
13.0,-0.001734495,141,2,0,1,0,7
13.0,-0.002765536,141,2,0,1,0,7
13.0,-0.008015871,141,2,0,1,0,7
13.0,-0.00098455,141,2,0,1,0,7
14.0,-0.006234527,105,1,0,1,0,7
14.0,-0.006234527,107,1,0,1,0,7
14.0,0.016734481,107,1,0,1,0,7
14.0,0.006609321,107,2,0,1,0,7
14.0,-0.006234527,114,1,0,1,0,7
14.0,0.016734481,114,1,0,1,0,7
14.0,0.006609321,114,2,0,1,0,7
14.0,-0.001734495,114,2,0,1,0,7
14.0,-0.006234527,139,1,0,1,0,7
14.0,-0.001734495,139,2,0,1,0,7
14.0,0.01064086,139,2,0,1,0,7
14.0,-0.002671838,139,2,0,1,0,7
14.0,-0.006234527,141,2,0,1,0,7
14.0,-0.001734495,141,2,0,1,0,7
14.0,-0.002671838,141,2,0,1,0,7
14.0,-0.007828116,141,2,0,1,0,7
14.0,-0.00098455,141,2,0,1,0,7
15.0,-0.006234527,105,1,0,1,0,7
15.0,-0.006234527,107,1,0,1,0,7
15.0,0.016734481,107,1,0,1,0,7
15.0,0.006515622,107,2,0,1,0,7
15.0,-0.006234527,114,1,0,1,0,7
15.0,0.016734481,114,1,0,1,0,7
15.0,0.006515622,114,2,0,1,0,7
15.0,-0.001828194,114,2,0,1,0,7
15.0,-0.006234527,139,1,0,1,0,7
15.0,-0.001828194,139,2,0,1,0,7
15.0,0.010453105,139,2,0,1,0,7
15.0,-0.002578139,139,2,0,1,0,7
15.0,-0.006234527,141,2,0,1,0,7
15.0,-0.001828194,141,2,0,1,0,7
15.0,-0.002578139,141,2,0,1,0,7
15.0,-0.007734418,141,2,0,1,0,7
15.0,-0.000890493,141,2,0,1,0,7
16.0,-0.006234527,105,1,0,1,0,7
16.0,-0.006234527,107,1,0,1,0,7
16.0,0.016734481,107,1,0,1,0,7
16.0,0.006421924,107,2,0,1,0,7
16.0,-0.006234527,114,1,0,1,0,7
16.0,0.016734481,114,1,0,1,0,7
16.0,0.006421924,114,2,0,1,0,7
16.0,-0.001921892,114,2,0,1,0,7
16.0,-0.006234527,139,1,0,1,0,7
16.0,-0.001921892,139,2,0,1,0,7
16.0,0.010265708,139,2,0,1,0,7
16.0,-0.002390742,139,2,0,1,0,7
16.0,-0.006234527,141,2,0,1,0,7
16.0,-0.001921892,141,2,0,1,0,7
16.0,-0.002390742,141,2,0,1,0,7
16.0,-0.007640719,141,2,0,1,0,7
16.0,-0.000890493,141,2,0,1,0,7
17.0,-0.006234527,105,1,0,1,0,7
17.0,-0.006234527,107,1,0,1,0,7
17.0,0.016734481,107,1,0,1,0,7
17.0,0.006328225,107,2,0,1,0,7
17.0,-0.006234527,114,1,0,1,0,7
17.0,0.016734481,114,1,0,1,0,7
17.0,0.006328225,114,2,0,1,0,7
17.0,-0.002109289,114,2,0,1,0,7
17.0,-0.006234527,139,1,0,1,0,7
17.0,-0.002109289,139,2,0,1,0,7
17.0,0.010078311,139,2,0,1,0,7
17.0,-0.002297044,139,2,0,1,0,7
17.0,-0.006234527,141,2,0,1,0,7
17.0,-0.002109289,141,2,0,1,0,7
17.0,-0.002297044,141,2,0,1,0,7
17.0,-0.007547021,141,2,0,1,0,7
17.0,-0.000890493,141,2,0,1,0,7
18.0,-0.006234527,105,1,0,1,0,7
18.0,-0.006234527,107,1,0,1,0,7
18.0,0.016734481,107,1,0,1,0,7
18.0,0.006234527,107,2,0,1,0,7
18.0,-0.006234527,114,1,0,1,0,7
18.0,0.016734481,114,1,0,1,0,7
18.0,0.006234527,114,2,0,1,0,7
18.0,-0.002297044,114,2,0,1,0,7
18.0,-0.006234527,139,1,0,1,0,7
18.0,-0.002297044,139,2,0,1,0,7
18.0,0.009984612,139,2,0,1,0,7
18.0,-0.002203345,139,2,0,1,0,7
18.0,-0.006234527,141,2,0,1,0,7
18.0,-0.002297044,141,2,0,1,0,7
18.0,-0.002203345,141,2,0,1,0,7
18.0,-0.007547021,141,2,0,1,0,7
18.0,-0.000890493,141,2,0,1,0,7
19.0,-0.006234527,105,1,0,1,0,7
19.0,-0.006234527,107,1,0,1,0,7
19.0,0.016734481,107,1,0,1,0,7
19.0,0.006140828,107,2,0,1,0,7
19.0,-0.006234527,114,1,0,1,0,7
19.0,0.016734481,114,1,0,1,0,7
19.0,0.006140828,114,2,0,1,0,7
19.0,-0.002390742,114,2,0,1,0,7
19.0,-0.006234527,139,1,0,1,0,7
19.0,-0.002390742,139,2,0,1,0,7
19.0,0.009796858,139,2,0,1,0,7
19.0,-0.002109289,139,2,0,1,0,7
19.0,-0.006234527,141,2,0,1,0,7
19.0,-0.002390742,141,2,0,1,0,7
19.0,-0.002109289,141,2,0,1,0,7
19.0,-0.007547021,141,2,0,1,0,7
19.0,-0.000890493,141,2,0,1,0,7
20.0,-0.006234527,105,1,0,1,0,7
20.0,-0.006234527,107,1,0,1,0,7
20.0,0.016640782,107,1,0,1,0,7
20.0,0.006140828,107,2,0,1,0,7
20.0,-0.006234527,114,1,0,1,0,7
20.0,0.016640782,114,1,0,1,0,7
20.0,0.006140828,114,2,0,1,0,7
20.0,-0.002578139,114,2,0,1,0,7
20.0,-0.006234527,139,1,0,1,0,7
20.0,-0.002578139,139,2,0,1,0,7
20.0,0.009703159,139,2,0,1,0,7
20.0,-0.002015591,139,2,0,1,0,7
20.0,-0.006234527,141,2,0,1,0,7
20.0,-0.002578139,141,2,0,1,0,7
20.0,-0.002015591,141,2,0,1,0,7
20.0,-0.007453322,141,2,0,1,0,7
20.0,-0.000796795,141,2,0,1,0,7
21.0,-0.006328225,105,1,0,1,0,7
21.0,-0.006328225,107,1,0,1,0,7
21.0,0.016640782,107,1,0,1,0,7
21.0,0.006046772,107,2,0,1,0,7
21.0,-0.006328225,114,1,0,1,0,7
21.0,0.016640782,114,1,0,1,0,7
21.0,0.006046772,114,2,0,1,0,7
21.0,-0.002671838,114,2,0,1,0,7
21.0,-0.006328225,139,1,0,1,0,7
21.0,-0.002671838,139,2,0,1,0,7
21.0,0.009609461,139,2,0,1,0,7
21.0,-0.001921892,139,2,0,1,0,7
21.0,-0.006328225,141,2,0,1,0,7
21.0,-0.002671838,141,2,0,1,0,7
21.0,-0.001921892,141,2,0,1,0,7
21.0,-0.007359624,141,2,0,1,0,7
21.0,-0.000796795,141,2,0,1,0,7
22.0,-0.006328225,105,1,0,1,0,7
22.0,-0.006328225,107,1,0,1,0,7
22.0,0.016640782,107,1,0,1,0,7
22.0,0.006046772,107,2,0,1,0,7
22.0,-0.006328225,114,1,0,1,0,7
22.0,0.016640782,114,1,0,1,0,7
22.0,0.006046772,114,2,0,1,0,7
22.0,-0.002765536,114,2,0,1,0,7
22.0,-0.006328225,139,1,0,1,0,7
22.0,-0.002765536,139,2,0,1,0,7
22.0,0.009422064,139,2,0,1,0,7
22.0,-0.001921892,139,2,0,1,0,7
22.0,-0.006328225,141,2,0,1,0,7
22.0,-0.002765536,141,2,0,1,0,7
22.0,-0.001921892,141,2,0,1,0,7
22.0,-0.007265925,141,2,0,1,0,7
22.0,-0.000796795,141,2,0,1,0,7
23.0,-0.006234527,105,1,0,1,0,7
23.0,-0.006234527,107,1,0,1,0,7
23.0,0.016640782,107,1,0,1,0,7
23.0,0.005953074,107,2,0,1,0,7
23.0,-0.006234527,114,1,0,1,0,7
23.0,0.016640782,114,1,0,1,0,7
23.0,0.005953074,114,2,0,1,0,7
23.0,-0.002859592,114,2,0,1,0,7
23.0,-0.006234527,139,1,0,1,0,7
23.0,-0.002859592,139,2,0,1,0,7
23.0,0.009234667,139,2,0,1,0,7
23.0,-0.001921892,139,2,0,1,0,7
23.0,-0.006234527,141,2,0,1,0,7
23.0,-0.002859592,141,2,0,1,0,7
23.0,-0.001921892,141,2,0,1,0,7
23.0,-0.007171869,141,2,0,1,0,7
23.0,-0.000796795,141,2,0,1,0,7
24.0,-0.006328225,105,1,0,1,0,7
24.0,-0.006328225,107,1,0,1,0,7
24.0,0.016640782,107,1,0,1,0,7
24.0,0.005953074,107,2,0,1,0,7
24.0,-0.006328225,114,1,0,1,0,7
24.0,0.016640782,114,1,0,1,0,7
24.0,0.005953074,114,2,0,1,0,7
24.0,-0.002953291,114,2,0,1,0,7
24.0,-0.006328225,139,1,0,1,0,7
24.0,-0.002953291,139,2,0,1,0,7
24.0,0.009140611,139,2,0,1,0,7
24.0,-0.001828194,139,2,0,1,0,7
24.0,-0.006328225,141,2,0,1,0,7
24.0,-0.002953291,141,2,0,1,0,7
24.0,-0.001828194,141,2,0,1,0,7
24.0,-0.007078171,141,2,0,1,0,7
24.0,-0.000796795,141,2,0,1,0,7
25.0,-0.006328225,105,1,0,1,0,7
25.0,-0.006328225,107,1,0,1,0,7
25.0,0.016640782,107,1,0,1,0,7
25.0,0.005953074,107,2,0,1,0,7
25.0,-0.006328225,114,1,0,1,0,7
25.0,0.016640782,114,1,0,1,0,7
25.0,0.005953074,114,2,0,1,0,7
25.0,-0.002953291,114,2,0,1,0,7
25.0,-0.006328225,139,1,0,1,0,7
25.0,-0.002953291,139,2,0,1,0,7
25.0,0.009046912,139,2,0,1,0,7
25.0,-0.001828194,139,2,0,1,0,7
25.0,-0.006328225,141,2,0,1,0,7
25.0,-0.002953291,141,2,0,1,0,7
25.0,-0.001828194,141,2,0,1,0,7
25.0,-0.006984472,141,2,0,1,0,7
25.0,-0.000796795,141,2,0,1,0,7
26.0,-0.006328225,105,1,0,1,0,7
26.0,-0.006328225,107,1,0,1,0,7
26.0,0.016640782,107,1,0,1,0,7
26.0,0.005859375,107,2,0,1,0,7
26.0,-0.006328225,114,1,0,1,0,7
26.0,0.016640782,114,1,0,1,0,7
26.0,0.005859375,114,2,0,1,0,7
26.0,-0.003046989,114,2,0,1,0,7
26.0,-0.006328225,139,1,0,1,0,7
26.0,-0.003046989,139,2,0,1,0,7
26.0,0.008953214,139,2,0,1,0,7
26.0,-0.001734495,139,2,0,1,0,7
26.0,-0.006328225,141,2,0,1,0,7
26.0,-0.003046989,141,2,0,1,0,7
26.0,-0.001734495,141,2,0,1,0,7
26.0,-0.006890774,141,2,0,1,0,7
26.0,-0.000703096,141,2,0,1,0,7
27.0,-0.006328225,105,1,0,1,0,7
27.0,-0.006328225,107,1,0,1,0,7
27.0,0.016640782,107,1,0,1,0,7
27.0,0.005859375,107,2,0,1,0,7
27.0,-0.006328225,114,1,0,1,0,7
27.0,0.016640782,114,1,0,1,0,7
27.0,0.005859375,114,2,0,1,0,7
27.0,-0.003046989,114,2,0,1,0,7
27.0,-0.006328225,139,1,0,1,0,7
27.0,-0.003046989,139,2,0,1,0,7
27.0,0.009140611,139,2,0,1,0,7
27.0,-0.001734495,139,2,0,1,0,7
27.0,-0.006328225,141,2,0,1,0,7
27.0,-0.003046989,141,2,0,1,0,7
27.0,-0.001734495,141,2,0,1,0,7
27.0,-0.006797075,141,2,0,1,0,7
27.0,-0.000703096,141,2,0,1,0,7
28.0,-0.006328225,105,1,0,1,0,7
28.0,-0.006328225,107,1,0,1,0,7
28.0,0.016640782,107,1,0,1,0,7
28.0,0.005859375,107,2,0,1,0,7
28.0,-0.006328225,114,1,0,1,0,7
28.0,0.016640782,114,1,0,1,0,7
28.0,0.005859375,114,2,0,1,0,7
28.0,-0.003046989,114,2,0,1,0,7
28.0,-0.006328225,139,1,0,1,0,7
28.0,-0.003046989,139,2,0,1,0,7
28.0,0.008953214,139,2,0,1,0,7
28.0,-0.001734495,139,2,0,1,0,7
28.0,-0.006328225,141,2,0,1,0,7
28.0,-0.003046989,141,2,0,1,0,7
28.0,-0.001734495,141,2,0,1,0,7
28.0,-0.006703377,141,2,0,1,0,7
28.0,-0.000703096,141,2,0,1,0,7
29.0,-0.006328225,105,1,0,1,0,7
29.0,-0.006328225,107,1,0,1,0,7
29.0,0.016640782,107,1,0,1,0,7
29.0,0.005859375,107,2,0,1,0,7
29.0,-0.006328225,114,1,0,1,0,7
29.0,0.016640782,114,1,0,1,0,7
29.0,0.005859375,114,2,0,1,0,7
29.0,-0.003140688,114,2,0,1,0,7
29.0,-0.006328225,139,1,0,1,0,7
29.0,-0.003140688,139,2,0,1,0,7
29.0,0.008859515,139,2,0,1,0,7
29.0,-0.001734495,139,2,0,1,0,7
29.0,-0.006328225,141,2,0,1,0,7
29.0,-0.003140688,141,2,0,1,0,7
29.0,-0.001734495,141,2,0,1,0,7
29.0,-0.006609678,141,2,0,1,0,7
29.0,-0.000703096,141,2,0,1,0,7
30.0,-0.006328225,105,1,0,1,0,7
30.0,-0.006328225,107,1,0,1,0,7
30.0,0.016640782,107,1,0,1,0,7
30.0,0.005859375,107,2,0,1,0,7
30.0,-0.006328225,114,1,0,1,0,7
30.0,0.016640782,114,1,0,1,0,7
30.0,0.005859375,114,2,0,1,0,7
30.0,-0.003140688,114,2,0,1,0,7
30.0,-0.006328225,139,1,0,1,0,7
30.0,-0.003140688,139,2,0,1,0,7
30.0,0.008765817,139,2,0,1,0,7
30.0,-0.001734495,139,2,0,1,0,7
30.0,-0.006328225,141,2,0,1,0,7
30.0,-0.003140688,141,2,0,1,0,7
30.0,-0.001734495,141,2,0,1,0,7
30.0,-0.006515622,141,2,0,1,0,7
30.0,-0.000703096,141,2,0,1,0,7
31.0,-0.006328225,105,1,0,0,1,7
31.0,-0.006328225,107,1,0,0,1,7
31.0,0.016640782,107,1,0,0,1,7
31.0,0.005859375,107,2,0,0,1,7
31.0,-0.006328225,114,1,0,0,1,7
31.0,0.016640782,114,1,0,0,1,7
31.0,0.005859375,114,2,0,0,1,7
31.0,-0.003140688,114,2,0,0,1,7
31.0,-0.006328225,139,1,0,0,1,7
31.0,-0.003140688,139,2,0,0,1,7
31.0,0.008672118,139,2,0,0,1,7
31.0,-0.001734495,139,2,0,0,1,7
31.0,-0.006328225,141,2,0,0,1,7
31.0,-0.003140688,141,2,0,0,1,7
31.0,-0.001734495,141,2,0,0,1,7
31.0,-0.006421924,141,2,0,0,1,7
31.0,-0.000703096,141,2,0,0,1,7
32.0,-0.006328225,105,1,0,0,1,7
32.0,-0.006328225,107,1,0,0,1,7
32.0,0.016640782,107,1,0,0,1,7
32.0,0.005859375,107,2,0,0,1,7
32.0,-0.006328225,114,1,0,0,1,7
32.0,0.016640782,114,1,0,0,1,7
32.0,0.005859375,114,2,0,0,1,7
32.0,-0.003140688,114,2,0,0,1,7
32.0,-0.006328225,139,1,0,0,1,7
32.0,-0.003140688,139,2,0,0,1,7
32.0,0.008484364,139,2,0,0,1,7
32.0,-0.001640797,139,2,0,0,1,7
32.0,-0.006328225,141,2,0,0,1,7
32.0,-0.003140688,141,2,0,0,1,7
32.0,-0.001640797,141,2,0,0,1,7
32.0,-0.006328225,141,2,0,0,1,7
32.0,-0.000703096,141,2,0,0,1,7
33.0,-0.006328225,105,1,0,0,1,7
33.0,-0.006328225,107,1,0,0,1,7
33.0,0.016640782,107,1,0,0,1,7
33.0,0.005859375,107,2,0,0,1,7
33.0,-0.006328225,114,1,0,0,1,7
33.0,0.016640782,114,1,0,0,1,7
33.0,0.005859375,114,2,0,0,1,7
33.0,-0.003140688,114,2,0,0,1,7
33.0,-0.006328225,139,1,0,0,1,7
33.0,-0.003140688,139,2,0,0,1,7
33.0,0.008484364,139,2,0,0,1,7
33.0,-0.001640797,139,2,0,0,1,7
33.0,-0.006328225,141,2,0,0,1,7
33.0,-0.003140688,141,2,0,0,1,7
33.0,-0.001640797,141,2,0,0,1,7
33.0,-0.006234527,141,2,0,0,1,7
33.0,-0.000703096,141,2,0,0,1,7
34.0,-0.006421924,105,1,0,0,1,7
34.0,-0.006421924,107,1,0,0,1,7
34.0,0.016640782,107,1,0,0,1,7
34.0,0.005859375,107,2,0,0,1,7
34.0,-0.006421924,114,1,0,0,1,7
34.0,0.016640782,114,1,0,0,1,7
34.0,0.005859375,114,2,0,0,1,7
34.0,-0.003140688,114,2,0,0,1,7
34.0,-0.006421924,139,1,0,0,1,7
34.0,-0.003140688,139,2,0,0,1,7
34.0,0.008296967,139,2,0,0,1,7
34.0,-0.001640797,139,2,0,0,1,7
34.0,-0.006421924,141,2,0,0,1,7
34.0,-0.003140688,141,2,0,0,1,7
34.0,-0.001640797,141,2,0,0,1,7
34.0,-0.006328225,141,2,0,0,1,7
34.0,-0.000703096,141,2,0,0,1,7
35.0,-0.006421924,105,1,0,0,1,7
35.0,-0.006421924,107,1,0,0,1,7
35.0,0.016640782,107,1,0,0,1,7
35.0,0.005859375,107,2,0,0,1,7
35.0,-0.006421924,114,1,0,0,1,7
35.0,0.016640782,114,1,0,0,1,7
35.0,0.005859375,114,2,0,0,1,7
35.0,-0.003140688,114,2,0,0,1,7
35.0,-0.006421924,139,1,0,0,1,7
35.0,-0.003140688,139,2,0,0,1,7
35.0,0.008203268,139,2,0,0,1,7
35.0,-0.001640797,139,2,0,0,1,7
35.0,-0.006421924,141,2,0,0,1,7
35.0,-0.003140688,141,2,0,0,1,7
35.0,-0.001640797,141,2,0,0,1,7
35.0,-0.006234527,141,2,0,0,1,7
35.0,-0.000703096,141,2,0,0,1,7
36.0,-0.006421924,105,1,0,0,1,7
36.0,-0.006421924,107,1,0,0,1,7
36.0,0.016640782,107,1,0,0,1,7
36.0,0.005859375,107,2,0,0,1,7
36.0,-0.006421924,114,1,0,0,1,7
36.0,0.016640782,114,1,0,0,1,7
36.0,0.005859375,114,2,0,0,1,7
36.0,-0.003140688,114,2,0,0,1,7
36.0,-0.006421924,139,1,0,0,1,7
36.0,-0.003140688,139,2,0,0,1,7
36.0,0.00810957,139,2,0,0,1,7
36.0,-0.001640797,139,2,0,0,1,7
36.0,-0.006421924,141,2,0,0,1,7
36.0,-0.003140688,141,2,0,0,1,7
36.0,-0.001640797,141,2,0,0,1,7
36.0,-0.006140828,141,2,0,0,1,7
36.0,-0.000703096,141,2,0,0,1,7
