Time,Voltage,Days Elapsed,Sensor Number,Rising Edge,Starting Edge,End Measurement,pH
15,0.016734481,107,1,0,1,0,7
15,0.006515622,107,2,0,1,0,7
15,-0.006234527,114,1,0,1,0,7
15,0.016734481,114,1,0,1,0,7
15,0.006515622,114,2,0,1,0,7
15,-0.001828194,114,2,0,1,0,7
15,-0.006234527,139,1,0,1,0,7
15,-0.001828194,139,2,0,1,0,7
15,0.010453105,139,2,0,1,0,7
15,-0.002578139,139,2,0,1,0,7
15,-0.006234527,141,2,0,1,0,7
15,-0.001828194,141,2,0,1,0,7
15,-0.002578139,141,2,0,1,0,7
15,-0.007734418,141,2,0,1,0,7
15,-0.000890493,141,2,0,1,0,7
16,-0.006234527,105,1,0,1,0,7
16,-0.006234527,107,1,0,1,0,7
16,0.016734481,107,1,0,1,0,7
16,0.006421924,107,2,0,1,0,7
16,-0.006234527,114,1,0,1,0,7
16,0.016734481,114,1,0,1,0,7
16,0.006421924,114,2,0,1,0,7
16,-0.001921892,114,2,0,1,0,7
16,-0.006234527,139,1,0,1,0,7
16,-0.001921892,139,2,0,1,0,7
16,0.010265708,139,2,0,1,0,7
16,-0.002390742,139,2,0,1,0,7
16,-0.006234527,141,2,0,1,0,7
16,-0.001921892,141,2,0,1,0,7
16,-0.002390742,141,2,0,1,0,7
16,-0.007640719,141,2,0,1,0,7
16,-0.000890493,141,2,0,1,0,7
17,-0.006234527,105,1,0,1,0,7
17,-0.006234527,107,1,0,1,0,7
17,0.016734481,107,1,0,1,0,7
17,0.006328225,107,2,0,1,0,7
17,-0.006234527,114,1,0,1,0,7
17,0.016734481,114,1,0,1,0,7
17,0.006328225,114,2,0,1,0,7
17,-0.002109289,114,2,0,1,0,7
17,-0.006234527,139,1,0,1,0,7
17,-0.002109289,139,2,0,1,0,7
17,0.010078311,139,2,0,1,0,7
17,-0.002297044,139,2,0,1,0,7
17,-0.006234527,141,2,0,1,0,7
17,-0.002109289,141,2,0,1,0,7
17,-0.002297044,141,2,0,1,0,7
17,-0.007547021,141,2,0,1,0,7
17,-0.000890493,141,2,0,1,0,7
18,-0.006234527,105,1,0,1,0,7
18,-0.006234527,107,1,0,1,0,7
18,0.016734481,107,1,0,1,0,7
18,0.006234527,107,2,0,1,0,7
18,-0.006234527,114,1,0,1,0,7
18,0.016734481,114,1,0,1,0,7
18,0.006234527,114,2,0,1,0,7
18,-0.002297044,114,2,0,1,0,7
18,-0.006234527,139,1,0,1,0,7
18,-0.002297044,139,2,0,1,0,7
18,0.009984612,139,2,0,1,0,7
18,-0.002203345,139,2,0,1,0,7
18,-0.006234527,141,2,0,1,0,7
18,-0.002297044,141,2,0,1,0,7
18,-0.002203345,141,2,0,1,0,7
18,-0.007547021,141,2,0,1,0,7
18,-0.000890493,141,2,0,1,0,7
19,-0.006234527,105,1,0,1,0,7
19,-0.006234527,107,1,0,1,0,7
19,0.016734481,107,1,0,1,0,7
19,0.006140828,107,2,0,1,0,7
19,-0.006234527,114,1,0,1,0,7
19,0.016734481,114,1,0,1,0,7
19,0.006140828,114,2,0,1,0,7
19,-0.002390742,114,2,0,1,0,7
19,-0.006234527,139,1,0,1,0,7
19,-0.002390742,139,2,0,1,0,7
19,0.009796858,139,2,0,1,0,7
19,-0.002109289,139,2,0,1,0,7
19,-0.006234527,141,2,0,1,0,7
19,-0.002390742,141,2,0,1,0,7
19,-0.002109289,141,2,0,1,0,7
19,-0.007547021,141,2,0,1,0,7
19,-0.000890493,141,2,0,1,0,7
20,-0.006234527,105,1,0,1,0,7
20,-0.006234527,107,1,0,1,0,7
20,0.016640782,107,1,0,1,0,7
20,0.006140828,107,2,0,1,0,7
20,-0.006234527,114,1,0,1,0,7
20,0.016640782,114,1,0,1,0,7
20,0.006140828,114,2,0,1,0,7
20,-0.002578139,114,2,0,1,0,7
20,-0.006234527,139,1,0,1,0,7
20,-0.002578139,139,2,0,1,0,7
20,0.009703159,139,2,0,1,0,7
20,-0.002015591,139,2,0,1,0,7
20,-0.006234527,141,2,0,1,0,7
20,-0.002578139,141,2,0,1,0,7
20,-0.002015591,141,2,0,1,0,7
20,-0.007453322,141,2,0,1,0,7
20,-0.000796795,141,2,0,1,0,7
21,-0.006328225,105,1,0,1,0,7
21,-0.006328225,107,1,0,1,0,7
21,0.016640782,107,1,0,1,0,7
21,0.006046772,107,2,0,1,0,7
21,-0.006328225,114,1,0,1,0,7
21,0.016640782,114,1,0,1,0,7
21,0.006046772,114,2,0,1,0,7
21,-0.002671838,114,2,0,1,0,7
21,-0.006328225,139,1,0,1,0,7
21,-0.002671838,139,2,0,1,0,7
21,0.009609461,139,2,0,1,0,7
21,-0.001921892,139,2,0,1,0,7
21,-0.006328225,141,2,0,1,0,7
21,-0.002671838,141,2,0,1,0,7
21,-0.001921892,141,2,0,1,0,7
21,-0.007359624,141,2,0,1,0,7
21,-0.000796795,141,2,0,1,0,7
22,-0.006328225,105,1,0,1,0,7
22,-0.006328225,107,1,0,1,0,7
22,0.016640782,107,1,0,1,0,7
22,0.006046772,107,2,0,1,0,7
22,-0.006328225,114,1,0,1,0,7
22,0.016640782,114,1,0,1,0,7
22,0.006046772,114,2,0,1,0,7
22,-0.002765536,114,2,0,1,0,7
22,-0.006328225,139,1,0,1,0,7
22,-0.002765536,139,2,0,1,0,7
22,0.009422064,139,2,0,1,0,7
22,-0.001921892,139,2,0,1,0,7
22,-0.006328225,141,2,0,1,0,7
22,-0.002765536,141,2,0,1,0,7
22,-0.001921892,141,2,0,1,0,7
22,-0.007265925,141,2,0,1,0,7
22,-0.000796795,141,2,0,1,0,7
23,-0.006234527,105,1,0,1,0,7
23,-0.006234527,107,1,0,1,0,7
23,0.016640782,107,1,0,1,0,7
23,0.005953074,107,2,0,1,0,7
23,-0.006234527,114,1,0,1,0,7
23,0.016640782,114,1,0,1,0,7
23,0.005953074,114,2,0,1,0,7
23,-0.002859592,114,2,0,1,0,7
23,-0.006234527,139,1,0,1,0,7
23,-0.002859592,139,2,0,1,0,7
23,0.009234667,139,2,0,1,0,7
23,-0.001921892,139,2,0,1,0,7
23,-0.006234527,141,2,0,1,0,7
23,-0.002859592,141,2,0,1,0,7
23,-0.001921892,141,2,0,1,0,7
23,-0.007171869,141,2,0,1,0,7
23,-0.000796795,141,2,0,1,0,7
24,-0.006328225,105,1,0,1,0,7
24,-0.006328225,107,1,0,1,0,7
24,0.016640782,107,1,0,1,0,7
24,0.005953074,107,2,0,1,0,7
24,-0.006328225,114,1,0,1,0,7
24,0.016640782,114,1,0,1,0,7
24,0.005953074,114,2,0,1,0,7
24,-0.002953291,114,2,0,1,0,7
24,-0.006328225,139,1,0,1,0,7
24,-0.002953291,139,2,0,1,0,7
24,0.009140611,139,2,0,1,0,7
24,-0.001828194,139,2,0,1,0,7
24,-0.006328225,141,2,0,1,0,7
24,-0.002953291,141,2,0,1,0,7
24,-0.001828194,141,2,0,1,0,7
24,-0.007078171,141,2,0,1,0,7
24,-0.000796795,141,2,0,1,0,7
25,-0.006328225,105,1,0,1,0,7
25,-0.006328225,107,1,0,1,0,7
25,0.016640782,107,1,0,1,0,7
25,0.005953074,107,2,0,1,0,7
25,-0.006328225,114,1,0,1,0,7
25,0.016640782,114,1,0,1,0,7
25,0.005953074,114,2,0,1,0,7
25,-0.002953291,114,2,0,1,0,7
25,-0.006328225,139,1,0,1,0,7
25,-0.002953291,139,2,0,1,0,7
25,0.009046912,139,2,0,1,0,7
25,-0.001828194,139,2,0,1,0,7
25,-0.006328225,141,2,0,1,0,7
25,-0.002953291,141,2,0,1,0,7
25,-0.001828194,141,2,0,1,0,7
25,-0.006984472,141,2,0,1,0,7
25,-0.000796795,141,2,0,1,0,7
26,-0.006328225,105,1,0,1,0,7
26,-0.006328225,107,1,0,1,0,7
26,0.016640782,107,1,0,1,0,7
26,0.005859375,107,2,0,1,0,7
26,-0.006328225,114,1,0,1,0,7
26,0.016640782,114,1,0,1,0,7
26,0.005859375,114,2,0,1,0,7
26,-0.003046989,114,2,0,1,0,7
26,-0.006328225,139,1,0,1,0,7
26,-0.003046989,139,2,0,1,0,7
26,0.008953214,139,2,0,1,0,7
26,-0.001734495,139,2,0,1,0,7
26,-0.006328225,141,2,0,1,0,7
26,-0.003046989,141,2,0,1,0,7
26,-0.001734495,141,2,0,1,0,7
26,-0.006890774,141,2,0,1,0,7
26,-0.000703096,141,2,0,1,0,7
27,-0.006328225,105,1,0,1,0,7
27,-0.006328225,107,1,0,1,0,7
27,0.016640782,107,1,0,1,0,7
27,0.005859375,107,2,0,1,0,7
27,-0.006328225,114,1,0,1,0,7
27,0.016640782,114,1,0,1,0,7
27,0.005859375,114,2,0,1,0,7
27,-0.003046989,114,2,0,1,0,7
27,-0.006328225,139,1,0,1,0,7
27,-0.003046989,139,2,0,1,0,7
27,0.009140611,139,2,0,1,0,7
27,-0.001734495,139,2,0,1,0,7
27,-0.006328225,141,2,0,1,0,7
27,-0.003046989,141,2,0,1,0,7
27,-0.001734495,141,2,0,1,0,7
27,-0.006797075,141,2,0,1,0,7
27,-0.000703096,141,2,0,1,0,7
28,-0.006328225,105,1,0,1,0,7
28,-0.006328225,107,1,0,1,0,7
28,0.016640782,107,1,0,1,0,7
28,0.005859375,107,2,0,1,0,7
28,-0.006328225,114,1,0,1,0,7
28,0.016640782,114,1,0,1,0,7
28,0.005859375,114,2,0,1,0,7
28,-0.003046989,114,2,0,1,0,7
28,-0.006328225,139,1,0,1,0,7
28,-0.003046989,139,2,0,1,0,7
28,0.008953214,139,2,0,1,0,7
28,-0.001734495,139,2,0,1,0,7
28,-0.006328225,141,2,0,1,0,7
28,-0.003046989,141,2,0,1,0,7
28,-0.001734495,141,2,0,1,0,7
28,-0.006703377,141,2,0,1,0,7
28,-0.000703096,141,2,0,1,0,7
29,-0.006328225,105,1,0,1,0,7
29,-0.006328225,107,1,0,1,0,7
29,0.016640782,107,1,0,1,0,7
29,0.005859375,107,2,0,1,0,7
29,-0.006328225,114,1,0,1,0,7
29,0.016640782,114,1,0,1,0,7
29,0.005859375,114,2,0,1,0,7
29,-0.003140688,114,2,0,1,0,7
29,-0.006328225,139,1,0,1,0,7
29,-0.003140688,139,2,0,1,0,7
29,0.008859515,139,2,0,1,0,7
29,-0.001734495,139,2,0,1,0,7
29,-0.006328225,141,2,0,1,0,7
29,-0.003140688,141,2,0,1,0,7
29,-0.001734495,141,2,0,1,0,7
29,-0.006609678,141,2,0,1,0,7
29,-0.000703096,141,2,0,1,0,7
30,-0.006328225,105,1,0,1,0,7
30,-0.006328225,107,1,0,1,0,7
30,0.016640782,107,1,0,1,0,7
30,0.005859375,107,2,0,1,0,7
30,-0.006328225,114,1,0,1,0,7
30,0.016640782,114,1,0,1,0,7
30,0.005859375,114,2,0,1,0,7
30,-0.003140688,114,2,0,1,0,7
30,-0.006328225,139,1,0,1,0,7
30,-0.003140688,139,2,0,1,0,7
30,0.008765817,139,2,0,1,0,7
30,-0.001734495,139,2,0,1,0,7
30,-0.006328225,141,2,0,1,0,7
30,-0.003140688,141,2,0,1,0,7
30,-0.001734495,141,2,0,1,0,7
30,-0.006515622,141,2,0,1,0,7
30,-0.000703096,141,2,0,1,0,7
31,-0.006328225,105,1,0,0,1,7
31,-0.006328225,107,1,0,0,1,7
31,0.016640782,107,1,0,0,1,7
31,0.005859375,107,2,0,0,1,7
31,-0.006328225,114,1,0,0,1,7
31,0.016640782,114,1,0,0,1,7
31,0.005859375,114,2,0,0,1,7
31,-0.003140688,114,2,0,0,1,7
31,-0.006328225,139,1,0,0,1,7
31,-0.003140688,139,2,0,0,1,7
31,0.008672118,139,2,0,0,1,7
31,-0.001734495,139,2,0,0,1,7
31,-0.006328225,141,2,0,0,1,7
31,-0.003140688,141,2,0,0,1,7
31,-0.001734495,141,2,0,0,1,7
31,-0.006421924,141,2,0,0,1,7
31,-0.000703096,141,2,0,0,1,7
32,-0.006328225,105,1,0,0,1,7
32,-0.006328225,107,1,0,0,1,7
32,0.016640782,107,1,0,0,1,7
32,0.005859375,107,2,0,0,1,7
32,-0.006328225,114,1,0,0,1,7
32,0.016640782,114,1,0,0,1,7
32,0.005859375,114,2,0,0,1,7
32,-0.003140688,114,2,0,0,1,7
32,-0.006328225,139,1,0,0,1,7
32,-0.003140688,139,2,0,0,1,7
32,0.008484364,139,2,0,0,1,7
32,-0.001640797,139,2,0,0,1,7
32,-0.006328225,141,2,0,0,1,7
32,-0.003140688,141,2,0,0,1,7
32,-0.001640797,141,2,0,0,1,7
32,-0.006328225,141,2,0,0,1,7
32,-0.000703096,141,2,0,0,1,7
33,-0.006328225,105,1,0,0,1,7
33,-0.006328225,107,1,0,0,1,7
33,0.016640782,107,1,0,0,1,7
33,0.005859375,107,2,0,0,1,7
33,-0.006328225,114,1,0,0,1,7
33,0.016640782,114,1,0,0,1,7
33,0.005859375,114,2,0,0,1,7
33,-0.003140688,114,2,0,0,1,7
33,-0.006328225,139,1,0,0,1,7
33,-0.003140688,139,2,0,0,1,7
33,0.008484364,139,2,0,0,1,7
33,-0.001640797,139,2,0,0,1,7
33,-0.006328225,141,2,0,0,1,7
33,-0.003140688,141,2,0,0,1,7
33,-0.001640797,141,2,0,0,1,7
33,-0.006234527,141,2,0,0,1,7
33,-0.000703096,141,2,0,0,1,7
34,-0.006421924,105,1,0,0,1,7
34,-0.006421924,107,1,0,0,1,7
34,0.016640782,107,1,0,0,1,7
34,0.005859375,107,2,0,0,1,7
34,-0.006421924,114,1,0,0,1,7
34,0.016640782,114,1,0,0,1,7
34,0.005859375,114,2,0,0,1,7
34,-0.003140688,114,2,0,0,1,7
34,-0.006421924,139,1,0,0,1,7
34,-0.003140688,139,2,0,0,1,7
34,0.008296967,139,2,0,0,1,7
34,-0.001640797,139,2,0,0,1,7
34,-0.006421924,141,2,0,0,1,7
34,-0.003140688,141,2,0,0,1,7
34,-0.001640797,141,2,0,0,1,7
34,-0.006328225,141,2,0,0,1,7
34,-0.000703096,141,2,0,0,1,7
35,-0.006421924,105,1,0,0,1,7
35,-0.006421924,107,1,0,0,1,7
35,0.016640782,107,1,0,0,1,7
35,0.005859375,107,2,0,0,1,7
35,-0.006421924,114,1,0,0,1,7
35,0.016640782,114,1,0,0,1,7
35,0.005859375,114,2,0,0,1,7
35,-0.003140688,114,2,0,0,1,7
35,-0.006421924,139,1,0,0,1,7
35,-0.003140688,139,2,0,0,1,7
35,0.008203268,139,2,0,0,1,7
35,-0.001640797,139,2,0,0,1,7
35,-0.006421924,141,2,0,0,1,7
35,-0.003140688,141,2,0,0,1,7
35,-0.001640797,141,2,0,0,1,7
35,-0.006234527,141,2,0,0,1,7
35,-0.000703096,141,2,0,0,1,7
36,-0.006421924,105,1,0,0,1,7
36,-0.006421924,107,1,0,0,1,7
36,0.016640782,107,1,0,0,1,7
36,0.005859375,107,2,0,0,1,7
36,-0.006421924,114,1,0,0,1,7
36,0.016640782,114,1,0,0,1,7
36,0.005859375,114,2,0,0,1,7
36,-0.003140688,114,2,0,0,1,7
36,-0.006421924,139,1,0,0,1,7
36,-0.003140688,139,2,0,0,1,7
36,0.00810957,139,2,0,0,1,7
36,-0.001640797,139,2,0,0,1,7
36,-0.006421924,141,2,0,0,1,7
36,-0.003140688,141,2,0,0,1,7
36,-0.001640797,141,2,0,0,1,7
36,-0.006140828,141,2,0,0,1,7
36,-0.000703096,141,2,0,0,1,7
37,-0.006421924,105,1,0,0,1,7
37,-0.006421924,107,1,0,0,1,7
37,0.016640782,107,1,0,0,1,7
37,0.005859375,107,2,0,0,1,7
37,-0.006421924,114,1,0,0,1,7
37,0.016640782,114,1,0,0,1,7
37,0.005859375,114,2,0,0,1,7
37,-0.003140688,114,2,0,0,1,7
37,-0.006421924,139,1,0,0,1,7
37,-0.003140688,139,2,0,0,1,7
37,0.00810957,139,2,0,0,1,7
37,-0.001640797,139,2,0,0,1,7
37,-0.006421924,141,2,0,0,1,7
37,-0.003140688,141,2,0,0,1,7
37,-0.001640797,141,2,0,0,1,7
37,-0.00604713,141,2,0,0,1,7
37,-0.000703096,141,2,0,0,1,7
38,-0.006421924,105,1,0,0,1,7
38,-0.006421924,107,1,0,0,1,7
38,0.016640782,107,1,0,0,1,7
38,0.005859375,107,2,0,0,1,7
38,-0.006421924,114,1,0,0,1,7
38,0.016640782,114,1,0,0,1,7
38,0.005859375,114,2,0,0,1,7
38,-0.003140688,114,2,0,0,1,7
38,-0.006421924,139,1,0,0,1,7
38,-0.003140688,139,2,0,0,1,7
38,0.008015871,139,2,0,0,1,7
38,-0.001640797,139,2,0,0,1,7
38,-0.006421924,141,2,0,0,1,7
38,-0.003140688,141,2,0,0,1,7
38,-0.001640797,141,2,0,0,1,7
38,-0.005953074,141,2,0,0,1,7
38,-0.000703096,141,2,0,0,1,7
39,-0.006421924,105,1,0,0,1,7
39,-0.006421924,107,1,0,0,1,7
39,0.016640782,107,1,0,0,1,7
39,0.005859375,107,2,0,0,1,7
39,-0.006421924,114,1,0,0,1,7
39,0.016640782,114,1,0,0,1,7
39,0.005859375,114,2,0,0,1,7
39,-0.003234386,114,2,0,0,1,7
39,-0.006421924,139,1,0,0,1,7
39,-0.003234386,139,2,0,0,1,7
39,0.007921815,139,2,0,0,1,7
39,-0.001640797,139,2,0,0,1,7
39,-0.006421924,141,2,0,0,1,7
39,-0.003234386,141,2,0,0,1,7
39,-0.001640797,141,2,0,0,1,7
39,-0.005953074,141,2,0,0,1,7
39,-0.000703096,141,2,0,0,1,7
40,-0.006421924,105,1,0,0,1,7
40,-0.006421924,107,1,0,0,1,7
40,0.016640782,107,1,0,0,1,7
40,0.005859375,107,2,0,0,1,7
40,-0.006421924,114,1,0,0,1,7
40,0.016640782,114,1,0,0,1,7
40,0.005859375,114,2,0,0,1,7
40,-0.003234386,114,2,0,0,1,7
40,-0.006421924,139,1,0,0,1,7
