Time,Voltage,Days Elapsed,Sensor Cycle,Start,Increasing,Decreasing,Temperature,Repeat Use,Sensor Number,Measurement Number,Measurement Continuous,pH
0,0.002671838,70,15,0,1,0,22,4,1,9,57,7
0,-0.125298858,70,15,0,1,0,22,4,1,10,58,10
0,-0.004922032,70,15,0,0,1,22,4,1,11,59,7
0,0.154830337,70,15,0,0,1,22,4,1,12,60,4
0,-0.001171947,70,16,0,1,0,22,4,1,13,61,7
0,-0.11911118,70,16,0,1,0,22,4,1,14,62,10
0,0.002671838,70,16,0,0,1,22,4,1,15,63,7
0,0.145361423,70,16,0,0,1,22,4,1,16,64,4
0,-0.00098455,70,17,0,1,0,22,4,1,17,65,7
0,-0.115173697,70,17,0,1,0,22,4,1,18,66,10
0,0.008765817,70,17,0,0,1,22,4,1,19,67,7
0,0.145549178,70,17,0,0,1,22,4,1,20,68,4
0,-0.005953074,102,18,1,0,0,22,5,1,1,69,7
0,-0.128580093,102,18,0,1,0,22,5,1,2,70,10
0,-0.001828194,102,18,0,0,1,22,5,1,3,71,7
0,0.165143251,102,18,0,0,1,22,5,1,4,72,4
0,-0.003046989,102,19,0,1,0,22,5,1,5,73,7
0,-0.129517615,102,19,0,1,0,22,5,1,6,74,10
0,-0.00351584,102,19,0,0,1,22,5,1,7,75,7
0,0.155768037,102,19,0,0,1,22,5,1,8,76,4
0,0.002671838,102,20,0,1,0,22,5,1,9,77,7
0,-0.125298858,102,20,0,1,0,22,5,1,10,78,10
0,-0.004922032,102,20,0,0,1,22,5,1,11,79,7
0,0.154830337,102,20,0,0,1,22,5,1,12,80,4
0,-0.001171947,102,21,0,1,0,22,5,1,13,81,7
0,-0.11911118,102,21,0,1,0,22,5,1,14,82,10
0,0.002671838,102,21,0,0,1,22,5,1,15,83,7
0,0.145361423,102,21,0,0,1,22,5,1,16,84,4
0,-0.00098455,102,22,0,1,0,22,5,1,17,85,7
0,-0.115173697,102,22,0,1,0,22,5,1,18,86,10
0,0.008765817,102,22,0,0,1,22,5,1,19,87,7
0,0.145549178,102,22,0,0,1,22,5,1,20,88,4
0,-0.005859375,2,1,1,0,0,22,1,2,1,1,7
0,-0.130548835,2,1,0,1,0,22,1,2,2,2,10
0,-0.016547084,2,1,0,0,1,22,1,2,3,3,7
0,0.151736498,2,1,0,0,1,22,1,2,4,4,4
0,-0.010359406,2,2,0,1,0,22,1,2,5,5,7
0,-0.137674034,2,2,0,1,0,22,1,2,6,6,10
0,-0.016359687,2,2,0,0,1,22,1,2,7,7,7
0,0.148548961,2,2,0,0,1,22,1,2,8,8,4
0,-0.001828194,2,3,0,1,0,22,1,2,9,9,7
0,-0.131955206,2,3,0,1,0,22,1,2,10,10,10
0,-0.010453463,2,3,0,0,1,22,1,2,11,11,7
0,0.15004921,2,3,0,0,1,22,1,2,12,12,4
0,0.003703237,2,4,0,1,0,22,1,2,13,13,7
0,-0.127267599,2,4,0,1,0,22,1,2,14,14,10
0,-0.002671838,2,4,0,0,1,22,1,2,15,15,7
0,0.007734418,70,5,1,0,0,22,2,2,1,16,7
0,-0.149861634,70,5,0,1,0,22,2,2,2,17,10
0,-0.016734481,70,5,0,0,1,22,2,2,3,18,7
0,0.142830133,70,5,0,0,1,22,2,2,4,19,4
0,-0.016547084,70,6,0,1,0,22,2,2,5,20,7
0,-0.16523695,70,6,0,1,0,22,2,2,6,21,10
0,-0.152299225,70,6,0,0,1,22,2,2,7,22,7
0,0.127267599,70,6,0,0,1,22,2,2,8,23,4
0,-0.043735027,70,7,0,1,0,22,2,2,9,24,7
0,-0.041859984,70,7,0,1,0,22,2,2,10,25,10
0,-0.046547771,70,7,0,0,1,22,2,2,11,26,7
0,0.097642064,70,7,0,0,1,22,2,2,12,27,4
0,-0.061829209,70,8,0,1,0,22,2,2,13,28,7
0,-0.19411236,70,8,0,1,0,22,2,2,14,29,10
0,-0.037266254,70,8,0,0,1,22,2,2,15,30,7
0,0.103360891,70,8,0,0,1,22,2,2,16,31,4
0,-0.064360499,70,9,0,1,0,22,2,2,17,32,7
0,-0.18801856,70,9,0,1,0,22,2,2,18,33,10
0,-0.052547693,70,9,0,0,1,22,2,2,19,34,7
0,0.097642064,70,9,0,0,1,22,2,2,20,35,4
0,0.002109289,77,10,1,0,0,22,3,2,1,36,7
0,-0.135517716,77,10,0,1,0,22,3,2,2,37,10
0,0.005484581,77,10,0,0,1,22,3,2,3,38,7
0,0.16683054,77,10,0,0,1,22,3,2,4,39,4
0,0.006046772,77,11,0,1,0,22,3,2,5,40,7
0,-0.127923846,77,11,0,1,0,22,3,2,6,41,10
0,0.014953494,77,11,0,0,1,22,3,2,7,42,7
0,0.173955917,77,11,0,0,1,22,3,2,8,43,4
0,0.007359624,77,12,0,1,0,22,3,2,9,44,7
0,-0.124830008,77,12,0,1,0,22,3,2,10,45,10
0,0.021047115,77,12,0,0,1,22,3,2,11,46,7
0,0.173393369,77,12,0,0,1,22,3,2,12,47,4
0,-0.001453042,77,13,0,1,0,22,3,2,13,48,7
0,-0.127548873,77,13,0,1,0,22,3,2,14,49,10
0,0.01776588,77,13,0,0,1,22,3,2,15,50,7
0,0.161861658,77,13,0,0,1,22,3,2,16,51,4
0,-0.000890493,77,14,0,1,0,22,3,2,17,52,7
0,-0.126892626,77,14,0,1,0,22,3,2,18,53,10
0,0.014672041,77,14,0,0,1,22,3,2,19,54,7
0,0.168893337,77,14,0,0,1,22,3,2,20,55,4
0,0.002109289,102,15,1,0,0,22,4,2,1,56,7
0,-0.135517716,102,15,0,1,0,22,4,2,2,57,10
0,0.005484581,102,15,0,0,1,22,4,2,3,58,7
0,0.16683054,102,15,0,0,1,22,4,2,4,59,4
0,0.006046772,102,16,0,1,0,22,4,2,5,60,7
0,-0.127923846,102,16,0,1,0,22,4,2,6,61,10
0,0.014953494,102,16,0,0,1,22,4,2,7,62,7
0,0.173955917,102,16,0,0,1,22,4,2,8,63,4
0,0.007359624,102,17,0,1,0,22,4,2,9,64,7
0,-0.124830008,102,17,0,1,0,22,4,2,10,65,10
0,0.021047115,102,17,0,0,1,22,4,2,11,66,7
0,0.173393369,102,17,0,0,1,22,4,2,12,67,4
0,-0.001453042,102,18,0,1,0,22,4,2,13,68,7
0,-0.127548873,102,18,0,1,0,22,4,2,14,69,10
0,0.01776588,102,18,0,0,1,22,4,2,15,70,7
0,0.161861658,102,18,0,0,1,22,4,2,16,71,4
0,-0.000890493,102,19,0,1,0,22,4,2,17,72,7
0,-0.126892626,102,19,0,1,0,22,4,2,18,73,10
0,0.014672041,102,19,0,0,1,22,4,2,19,74,7
0,0.168893337,102,19,0,0,1,22,4,2,20,75,4
0,0.014953494,102,20,1,0,0,22,5,2,1,76,7
0,-0.115642369,102,20,0,1,0,22,5,2,2,77,10
0,0.016171932,102,20,0,0,1,22,5,2,3,78,7
0,0.163080454,102,20,0,0,1,22,5,2,4,79,4
0,0.011859655,102,21,0,1,0,22,5,2,5,80,7
0,-0.113861203,102,21,0,1,0,22,5,2,6,81,10
0,0.015328288,102,21,0,0,1,22,5,2,7,82,7
0,0.162518263,102,21,0,0,1,22,5,2,8,83,4
0,0.011859655,102,22,0,1,0,22,5,2,9,84,7
0,-0.111611187,102,22,0,1,0,22,5,2,10,85,10
0,0.015515685,102,22,0,0,1,22,5,2,11,86,7
0,0.15511179,102,22,0,0,1,22,5,2,12,87,4
0,0.007453322,102,23,0,1,0,22,5,2,13,88,7
0,-0.113579929,102,23,0,1,0,22,5,2,14,89,10
0,0.007921815,102,23,0,0,1,22,5,2,15,90,7
0,0.168330789,102,23,0,0,1,22,5,2,16,91,4
0,0.001546741,102,24,0,1,0,22,5,2,17,92,7
0,-0.124361336,102,24,0,1,0,22,5,2,18,93,10
0,0.007171869,102,24,0,0,1,22,5,2,19,94,7
0,0.116204739,102,24,0,0,1,22,5,2,20,95,4
0,-0.00351584,102,25,1,0,0,22,6,2,1,96,7
0,-0.111236036,102,25,0,1,0,22,6,2,2,97,10
0,0.017672181,102,25,0,0,1,22,6,2,3,98,7
0,0.164580703,102,25,0,0,1,22,6,2,4,99,4
0,0.008203268,102,26,0,1,0,22,6,2,5,100,7
0,-0.105329812,102,26,0,1,0,22,6,2,6,101,10
0,0.021422267,102,26,0,0,1,22,6,2,7,102,7
0,0.163549304,102,26,0,0,1,22,6,2,8,103,4
0,0.005296826,102,27,0,1,0,22,6,2,9,104,7
0,-0.108798623,102,27,0,1,0,22,6,2,10,105,10
0,0.017109632,102,27,0,0,1,22,6,2,11,106,7
0,0.163736701,102,27,0,0,1,22,6,2,12,107,4
0,0.010078311,102,28,0,1,0,22,6,2,13,108,7
0,-0.105048537,102,28,0,1,0,22,6,2,14,109,10
0,0.014578342,102,28,0,0,1,22,6,2,15,110,7
0,0.160736918,102,28,0,0,1,22,6,2,16,111,4
0,0.011015654,102,29,0,1,0,22,6,2,17,112,7
0,-0.10336107,102,29,0,1,0,22,6,2,18,113,10
0,0.023015857,102,29,0,0,1,22,6,2,19,114,7
0,0.163549304,102,29,0,0,1,22,6,2,20,115,4
1,-0.052360296,2,1,1,0,0,22,1,1,1,1,7
1,-0.177049577,2,1,0,1,0,22,1,1,2,2,10
1,-0.049735308,2,1,0,0,1,22,1,1,3,3,7
1,0.109642267,2,1,0,0,1,22,1,1,4,4,4
1,-0.052360296,2,2,0,1,0,22,1,1,5,5,7
1,-0.18145591,2,2,0,1,0,22,1,1,6,6,10
1,-0.056578875,2,2,0,0,1,22,1,1,7,7,7
1,0.10945487,2,2,0,0,1,22,1,1,8,8,4
1,-0.051422596,2,3,0,1,0,22,1,1,9,9,7
1,-0.178362072,2,3,0,1,0,22,1,1,10,10,10
1,-0.049547553,2,3,0,0,1,22,1,1,11,11,7
1,0.102142096,2,3,0,0,1,22,1,1,12,12,4
1,-0.041953683,2,4,0,1,0,22,1,1,13,13,7
1,-0.169549584,2,4,0,1,0,22,1,1,14,14,10
1,-0.043922424,2,4,0,0,1,22,1,1,15,15,7
1,0.022641063,5,5,1,0,0,22,2,1,1,16,7
1,-0.085079491,5,5,0,1,0,22,2,1,2,17,10
1,0.02789104,5,5,0,0,1,22,2,1,3,18,7
1,0.186893463,5,5,0,0,1,22,2,1,4,19,4
1,0.031265974,5,6,0,1,0,22,2,1,5,20,7
1,-0.088267028,5,6,0,1,0,22,2,1,6,21,10
1,0.016640782,5,6,0,0,1,22,2,1,7,22,7
1,0.181643486,5,6,0,0,1,22,2,1,8,23,4
1,0.02948463,5,7,0,1,0,22,2,1,9,24,7
1,-0.090798318,5,7,0,1,0,22,2,1,10,25,10
1,0.019172072,5,7,0,0,1,22,2,1,11,26,7
1,0.179580688,5,7,0,0,1,22,2,1,12,27,4
1,0.032203674,5,7,0,1,0,22,2,1,13,28,7
1,-0.005953074,68,8,1,0,0,22,3,1,1,29,7
1,-0.129798889,68,8,0,1,0,22,3,1,2,30,10
1,-0.001547098,68,8,0,0,1,22,3,1,3,31,7
1,0.165143251,68,8,0,0,1,22,3,1,4,32,4
1,-0.003140688,68,9,0,1,0,22,3,1,5,33,7
1,-0.129517615,68,9,0,1,0,22,3,1,6,34,10
1,-0.003328085,68,9,0,0,1,22,3,1,7,35,7
1,0.155861735,68,9,0,0,1,22,3,1,8,36,4
1,0.002390742,68,10,0,1,0,22,3,1,9,37,7
1,-0.126142502,68,10,0,1,0,22,3,1,10,38,10
1,-0.004640579,68,10,0,0,1,22,3,1,11,39,7
1,0.154924393,68,10,0,0,1,22,3,1,12,40,4
1,-0.001265645,68,11,0,1,0,22,3,1,13,41,7
1,-0.118923783,68,11,0,1,0,22,3,1,14,42,10
1,0.002578139,68,11,0,0,1,22,3,1,15,43,7
1,0.14545548,68,11,0,0,1,22,3,1,16,44,4
1,-0.001547098,68,12,0,1,0,22,3,1,17,45,7
1,-0.115361094,68,12,0,1,0,22,3,1,18,46,10
1,0.008672118,68,12,0,0,1,22,3,1,19,47,7
1,0.14545548,68,12,0,0,1,22,3,1,20,48,4
1,-0.005953074,70,13,1,0,0,22,4,1,1,49,7
1,-0.129798889,70,13,0,1,0,22,4,1,2,50,10
1,-0.001547098,70,13,0,0,1,22,4,1,3,51,7
1,0.165143251,70,13,0,0,1,22,4,1,4,52,4
1,-0.003140688,70,14,0,1,0,22,4,1,5,53,7
1,-0.129517615,70,14,0,1,0,22,4,1,6,54,10
1,-0.003328085,70,14,0,0,1,22,4,1,7,55,7
1,0.155861735,70,14,0,0,1,22,4,1,8,56,4
1,0.002390742,70,15,0,1,0,22,4,1,9,57,7
1,-0.126142502,70,15,0,1,0,22,4,1,10,58,10
1,-0.004640579,70,15,0,0,1,22,4,1,11,59,7
1,0.154924393,70,15,0,0,1,22,4,1,12,60,4
1,-0.001265645,70,16,0,1,0,22,4,1,13,61,7
1,-0.118923783,70,16,0,1,0,22,4,1,14,62,10
1,0.002578139,70,16,0,0,1,22,4,1,15,63,7
1,0.14545548,70,16,0,0,1,22,4,1,16,64,4
1,-0.001547098,70,17,0,1,0,22,4,1,17,65,7
1,-0.115361094,70,17,0,1,0,22,4,1,18,66,10
1,0.008672118,70,17,0,0,1,22,4,1,19,67,7
1,0.14545548,70,17,0,0,1,22,4,1,20,68,4
1,-0.005953074,102,18,1,0,0,22,5,1,1,69,7
1,-0.129798889,102,18,0,1,0,22,5,1,2,70,10
1,-0.001547098,102,18,0,0,1,22,5,1,3,71,7
1,0.165143251,102,18,0,0,1,22,5,1,4,72,4
1,-0.003140688,102,19,0,1,0,22,5,1,5,73,7
1,-0.129517615,102,19,0,1,0,22,5,1,6,74,10
1,-0.003328085,102,19,0,0,1,22,5,1,7,75,7
1,0.155861735,102,19,0,0,1,22,5,1,8,76,4
1,0.002390742,102,20,0,1,0,22,5,1,9,77,7
1,-0.126142502,102,20,0,1,0,22,5,1,10,78,10
1,-0.004640579,102,20,0,0,1,22,5,1,11,79,7
1,0.154924393,102,20,0,0,1,22,5,1,12,80,4
1,-0.001265645,102,21,0,1,0,22,5,1,13,81,7
1,-0.118923783,102,21,0,1,0,22,5,1,14,82,10
1,0.002578139,102,21,0,0,1,22,5,1,15,83,7
1,0.14545548,102,21,0,0,1,22,5,1,16,84,4
1,-0.001547098,102,22,0,1,0,22,5,1,17,85,7
1,-0.115361094,102,22,0,1,0,22,5,1,18,86,10
1,0.008672118,102,22,0,0,1,22,5,1,19,87,7
1,0.14545548,102,22,0,0,1,22,5,1,20,88,4
1,-0.006328225,2,1,1,0,0,22,1,2,1,1,7
1,-0.134486496,2,1,0,1,0,22,1,2,2,2,10
1,-0.016359687,2,1,0,0,1,22,1,2,3,3,7
1,0.152205348,2,1,0,0,1,22,1,2,4,4,4
1,-0.011859655,2,2,0,1,0,22,1,2,5,5,7
1,-0.139361501,2,2,0,1,0,22,1,2,6,6,10
1,-0.016453385,2,2,0,0,1,22,1,2,7,7,7
1,0.148736715,2,2,0,0,1,22,1,2,8,8,4
1,-0.004359484,2,3,0,1,0,22,1,2,9,9,7
1,-0.133455276,2,3,0,1,0,22,1,2,10,10,10
1,-0.010453463,2,3,0,0,1,22,1,2,11,11,7
1,0.151268005,2,3,0,0,1,22,1,2,12,12,4
1,0.001640797,2,4,0,1,0,22,1,2,13,13,7
1,-0.128580093,2,4,0,1,0,22,1,2,14,14,10
1,-0.002859592,2,4,0,0,1,22,1,2,15,15,7
1,0.007547021,70,5,1,0,0,22,2,2,1,16,7
1,-0.150142908,70,5,0,1,0,22,2,2,2,17,10
1,-0.016640782,70,5,0,0,1,22,2,2,3,18,7
1,0.143205285,70,5,0,0,1,22,2,2,4,19,4
1,-0.016640782,70,6,0,1,0,22,2,2,5,20,7
1,-0.165049374,70,6,0,1,0,22,2,2,6,21,10
1,-0.030234933,70,6,0,0,1,22,2,2,7,22,7
1,0.127454996,70,6,0,0,1,22,2,2,8,23,4
1,-0.043828726,70,7,0,1,0,22,2,2,9,24,7
1,-0.041766286,70,7,0,1,0,22,2,2,10,25,10
1,-0.046360016,70,7,0,0,1,22,2,2,11,26,7
1,0.098954558,70,7,0,0,1,22,2,2,12,27,4
1,-0.061829209,70,8,0,1,0,22,2,2,13,28,7
1,-0.19411236,70,8,0,1,0,22,2,2,14,29,10
1,-0.037359953,70,8,0,0,1,22,2,2,15,30,7
1,0.104767084,70,8,0,0,1,22,2,2,16,31,4
1,-0.064547896,70,9,0,1,0,22,2,2,17,32,7
1,-0.187643588,70,9,0,1,0,22,2,2,18,33,10
1,-0.051797748,70,9,0,0,1,22,2,2,19,34,7
1,0.097829461,70,9,0,0,1,22,2,2,20,35,4
1,0.001359344,77,10,1,0,0,22,3,2,1,36,7
1,-0.135517716,77,10,0,1,0,22,3,2,2,37,10
1,0.005671978,77,10,0,0,1,22,3,2,3,38,7
1,0.167580485,77,10,0,0,1,22,3,2,4,39,4
1,0.005859375,77,11,0,1,0,22,3,2,5,40,7
1,-0.127923846,77,11,0,1,0,22,3,2,6,41,10
1,0.014859438,77,11,0,0,1,22,3,2,7,42,7
1,0.173861861,77,11,0,0,1,22,3,2,8,43,4
1,0.007359624,77,12,0,1,0,22,3,2,9,44,7
1,-0.124736309,77,12,0,1,0,22,3,2,10,45,10
1,0.020953417,77,12,0,0,1,22,3,2,11,46,7
1,0.17329967,77,12,0,0,1,22,3,2,12,47,4
1,-0.001453042,77,13,0,1,0,22,3,2,13,48,7
1,-0.127080023,77,13,0,1,0,22,3,2,14,49,10
1,0.01776588,77,13,0,0,1,22,3,2,15,50,7
1,0.161861658,77,13,0,0,1,22,3,2,16,51,4
1,-0.001734495,77,14,0,1,0,22,3,2,17,52,7
1,-0.126330078,77,14,0,1,0,22,3,2,18,53,10
1,0.014765739,77,14,0,0,1,22,3,2,19,54,7
1,0.168705583,77,14,0,0,1,22,3,2,20,55,4
1,0.001359344,102,15,1,0,0,22,4,2,1,56,7
1,-0.135517716,102,15,0,1,0,22,4,2,2,57,10
1,0.005671978,102,15,0,0,1,22,4,2,3,58,7
1,0.167580485,102,15,0,0,1,22,4,2,4,59,4
1,0.005859375,102,16,0,1,0,22,4,2,5,60,7
1,-0.127923846,102,16,0,1,0,22,4,2,6,61,10
1,0.014859438,102,16,0,0,1,22,4,2,7,62,7
1,0.173861861,102,16,0,0,1,22,4,2,8,63,4
1,0.007359624,102,17,0,1,0,22,4,2,9,64,7
1,-0.124736309,102,17,0,1,0,22,4,2,10,65,10
1,0.020953417,102,17,0,0,1,22,4,2,11,66,7
1,0.17329967,102,17,0,0,1,22,4,2,12,67,4
1,-0.001453042,102,18,0,1,0,22,4,2,13,68,7
1,-0.127080023,102,18,0,1,0,22,4,2,14,69,10
1,0.01776588,102,18,0,0,1,22,4,2,15,70,7
1,0.161861658,102,18,0,0,1,22,4,2,16,71,4
1,-0.001734495,102,19,0,1,0,22,4,2,17,72,7
1,-0.126330078,102,19,0,1,0,22,4,2,18,73,10
1,0.014765739,102,19,0,0,1,22,4,2,19,74,7
1,0.168705583,102,19,0,0,1,22,4,2,20,75,4
1,0.014390945,102,20,1,0,0,22,5,2,1,76,7
1,-0.115642369,102,20,0,1,0,22,5,2,2,77,10
1,0.016265988,102,20,0,0,1,22,5,2,3,78,7
1,0.163455606,102,20,0,0,1,22,5,2,4,79,4
1,0.011671901,102,21,0,1,0,22,5,2,5,80,7
1,-0.113673627,102,21,0,1,0,22,5,2,6,81,10
1,0.015421987,102,21,0,0,1,22,5,2,7,82,7
1,0.162143111,102,21,0,0,1,22,5,2,8,83,4
1,0.011765957,102,22,0,1,0,22,5,2,9,84,7
1,-0.111142337,102,22,0,1,0,22,5,2,10,85,10
1,0.015984535,102,22,0,0,1,22,5,2,11,86,7
1,0.155861735,102,22,0,0,1,22,5,2,12,87,4
1,0.007921815,102,23,0,1,0,22,5,2,13,88,7
1,-0.113298655,102,23,0,1,0,22,5,2,14,89,10
1,0.007734418,102,23,0,0,1,22,5,2,15,90,7
1,0.168143034,102,23,0,0,1,22,5,2,16,91,4
1,0.001640797,102,24,0,1,0,22,5,2,17,92,7
1,-0.123705089,102,24,0,1,0,22,5,2,18,93,10
1,0.007078171,102,24,0,0,1,22,5,2,19,94,7
1,0.116673589,102,24,0,0,1,22,5,2,20,95,4
1,-0.003421783,102,25,1,0,0,22,6,2,1,96,7
1,-0.11048609,102,25,0,1,0,22,6,2,2,97,10
1,0.017953277,102,25,0,0,1,22,6,2,3,98,7
1,0.164580703,102,25,0,0,1,22,6,2,4,99,4
1,0.007640719,102,26,0,1,0,22,6,2,5,100,7
1,-0.104860961,102,26,0,1,0,22,6,2,6,101,10
1,0.021609664,102,26,0,0,1,22,6,2,7,102,7
1,0.163361907,102,26,0,0,1,22,6,2,8,103,4
1,0.005109429,102,27,0,1,0,22,6,2,9,104,7
1,-0.108048499,102,27,0,1,0,22,6,2,10,105,10
1,0.017390728,102,27,0,0,1,22,6,2,11,106,7
1,0.163830757,102,27,0,0,1,22,6,2,12,107,4
1,0.009609461,102,28,0,1,0,22,6,2,13,108,7
1,-0.104017317,102,28,0,1,0,22,6,2,14,109,10
1,0.014578342,102,28,0,0,1,22,6,2,15,110,7
1,0.161205411,102,28,0,0,1,22,6,2,16,111,4
1,0.010921955,102,29,0,1,0,22,6,2,17,112,7
1,-0.102704644,102,29,0,1,0,22,6,2,18,113,10
1,0.022734761,102,29,0,0,1,22,6,2,19,114,7
1,0.163455606,102,29,0,0,1,22,6,2,20,115,4
2,-0.052453995,2,1,1,0,0,22,1,1,1,1,7
2,-0.178455949,2,1,0,1,0,22,1,1,2,2,10
2,-0.049641252,2,1,0,0,1,22,1,1,3,3,7
2,0.10945487,2,1,0,0,1,22,1,1,4,4,4
2,-0.053766489,2,2,0,1,0,22,1,1,5,5,7
2,-0.183049679,2,2,0,1,0,22,1,1,6,6,10
2,-0.056297779,2,2,0,0,1,22,1,1,7,7,7
2,0.109361172,2,2,0,0,1,22,1,1,8,8,4
2,-0.052360296,2,3,0,1,0,22,1,1,9,9,7
2,-0.180049717,2,3,0,1,0,22,1,1,10,10,10
2,-0.049547553,2,3,0,0,1,22,1,1,11,11,7
2,0.101954699,2,3,0,0,1,22,1,1,12,12,4
2,-0.043360233,2,4,0,1,0,22,1,1,13,13,7
2,-0.172268271,2,4,0,1,0,22,1,1,14,14,10
2,-0.043641329,2,4,0,0,1,22,1,1,15,15,7
2,0.022641063,5,5,1,0,0,22,2,1,1,16,7
2,-0.086954534,5,5,0,1,0,22,2,1,2,17,10
2,0.027703643,5,5,0,0,1,22,2,1,3,18,7
2,0.187268615,5,5,0,0,1,22,2,1,4,19,4
2,0.030141234,5,6,0,1,0,22,2,1,5,20,7
2,-0.089767098,5,6,0,1,0,22,2,1,6,21,10
2,0.016734481,5,6,0,0,1,22,2,1,7,22,7
2,0.181830883,5,6,0,0,1,22,2,1,8,23,4
2,0.028640985,5,7,0,1,0,22,2,1,9,24,7
2,-0.09276706,5,7,0,1,0,22,2,1,10,25,10
2,0.019172072,5,7,0,0,1,22,2,1,11,26,7
2,0.180143237,5,7,0,0,1,22,2,1,12,27,4
2,0.031547427,5,7,0,1,0,22,2,1,13,28,7
2,-0.005953074,68,8,1,0,0,22,3,1,1,29,7
2,-0.130923986,68,8,0,1,0,22,3,1,2,30,10
2,-0.001078248,68,8,0,0,1,22,3,1,3,31,7
2,0.16523695,68,8,0,0,1,22,3,1,4,32,4
2,-0.003140688,68,9,0,1,0,22,3,1,5,33,7
2,-0.129423916,68,9,0,1,0,22,3,1,6,34,10
2,-0.003234386,68,9,0,0,1,22,3,1,7,35,7
2,0.156142831,68,9,0,0,1,22,3,1,8,36,4
2,0.001640797,68,10,0,1,0,22,3,1,9,37,7
2,-0.126423776,68,10,0,1,0,22,3,1,10,38,10
2,-0.004078388,68,10,0,0,1,22,3,1,11,39,7
2,0.154924393,68,10,0,0,1,22,3,1,12,40,4
2,-0.001359344,68,11,0,1,0,22,3,1,13,41,7
2,-0.118736207,68,11,0,1,0,22,3,1,14,42,10
2,0.002484441,68,11,0,0,1,22,3,1,15,43,7
2,0.145642877,68,11,0,0,1,22,3,1,16,44,4
2,-0.001921892,68,12,0,1,0,22,3,1,17,45,7
2,-0.115454972,68,12,0,1,0,22,3,1,18,46,10
2,0.00810957,68,12,0,0,1,22,3,1,19,47,7
